1	37	2.7027027027027026
0	27	0.0
0	26	0.0
0	40	0.0
1	26	3.8461538461538463
0	48	0.0
0	27	0.0
2	27	7.4074074074074066
1	36	2.7777777777777777
1	37	2.7027027027027026
0	14	0.0
1	40	2.5
1	38	2.631578947368421
1	33	3.0303030303030303
1	48	2.083333333333333
1	35	2.857142857142857
0	24	0.0
1	26	3.8461538461538463
0	25	0.0
1	25	4.0
1	27	3.7037037037037033
0	19	0.0
1	26	3.8461538461538463
2	33	6.0606060606060606
0	35	0.0
0	24	0.0
0	12	0.0
2	25	8.0
0	36	0.0
1	27	3.7037037037037033
0	15	0.0
1	37	2.7027027027027026
2	27	7.4074074074074066
0	26	0.0
1	26	3.8461538461538463
0	38	0.0
1	24	4.166666666666666
0	29	0.0
0	12	0.0
